Product_Description,Product_Type,Sentiment
"go game, new #lbs scavenger hunt , launch #sxsw. service creates customized game events. via {link}",9,2
marissa mayer: google connect digital &amp; physical world mobile - {link} #sxsw (via,9,2
lineup #sxsw apple pop store. {link},9,2
best thing i've heard weekend #sxsw &quot;i gave #ipad money #japan relief. need ipad 2.&quot;,9,2
"wonder apple intentionally scheduled #ipad2 release coincide #sxsw. steve jobs, crafty genius, youû_",9,3
hmm....only 9? #sxsw right-brain #mwrc11 left-brain?? :) #sxsw attendee mac ipad,9,0
&quot;ipad cleaner&quot; take two different term #sxsw,9,2
mingly apple tv day giveaway! register win #sxsw #winning {link},9,2
theory: using google mood index social medium post predict movement dow jones day advance #sxsw #smvis,9,2
hmmmm... oppty get ipad #sxsw? {link} - stop tempting me!!! :),9,2
"honestly, think everyone #sxsw owns laptop! #truestory",9,2
#google 80's party maggie's! hair makeup rockin #sxsw,9,2
get ipad save back lugging laptop #sxsw #sxswmymistake,6,3
.@mention rumor: apple opening temporary store downtown austin #sxsw ipad launch {link} #fb,9,2
yayrt new #ubersocial #iphone app store includes uberguide #sxsw sponsored #mashable {link},9,2
check lightbox.com team android choice award finalist announced #sxsw team rock!,0,3
sxsw 2011: novelty ipad news apps fade fast among digital delegate {link} #sxsw,7,1
#google / isnûªt launching social network #sxsw {link},9,2
google's marissa mayer talk 3.30? worth going? #sxsw,9,2
"serìá cierto? google launch major new social network called circles, possibly today rww.to/f6bcet #sxsw",9,2
#apple pop store #sxsw selling new ipad. {link},9,2
"said ipad photos? apple store, #sxsw @lepanele {link}",9,2
40% google map usage mobile #sxsw -,9,2
enjoy #sxsw ride anywhere austin $10 . download #groundlink app {link} booth,9,2
"spent $1,000+ come sxsw. already used ipad 1. wait couple city blocks. why? #ipad2 #sxsw {link}",6,1
ok google circle officially going launch #sxsw denial exists.,9,2
get new wordpress blog indexed hour [checklist] {link} #sxsw,9,2
#google expensive mobile data plan killing flavor contextual discovery abroad #sxsw #pnid,3,1
"going #sxsw, need qr code app #iphone read #vcards. get qrafter -&gt; {link} #qrcode",9,2
google party broke up. tumblr / funny die party. fun! #sxsw,9,2
crazy much culture documented google doodles. #sxsw,5,3
"hootsuite blog ûò social medium dashboard åè hootsuite mobile #sxsw ~ update iphone, blackberry &amp; android {link}",9,2
best thing i've heard weekend #sxsw &quot;i gave ipad money #japan relief. need ipad 2.&quot; (@mention,6,1
".@mention manufacturing serendipity- &quot;having access information make u curious, less&quot; #sxsw",9,2
google bing meet #sxsw lover tiff last month seems disappointingly friendly {link},9,2
#google future &quot;the power here&quot; paired augmented reality contextual reality #pnid #sxsw,9,2
freaking everyone ipad iphone mac here. wow. #sxsw,8,3
last day #fastcompanygrille -- come last day iphone makery! #zazzlesxsw #sxsw,9,2
"tomorrow's panel #css panel feature folk opera, chrome, ie, mozilla w3c. apple downstairs selling ipads. ahem. #sxsw #apple",9,2
"second day business, apple pop-up store appears trending. #sxsw #vb (@mention apple store, sxsw) [pic]: {link}",2,3
go #android program: {link} (by / speak #sxsw #ctia want learn more.,9,2
attended #beevil hear criticism google way u improve. even #sxsw i'm duty. sound like yr panel rocked,9,2
"cool} ûï@mention hoot! hootsuite #mobile #sxsw ~ update #iphone, #blackberry #android {link}",9,2
#apple set open popup shop core #sxsw action {link} via,9,2
wowwwwww next google map amazing! #sxsw,5,3
another iphone related dream: invented app dispenses chili-cheese waffle fries. #sxsw #allcomfortfooddiet,9,2
brought google map rerouted image jcpenney image macys trashy restraunts. comment #uosxsw #sxsw,5,1
using ipad set list #sxsw band,6,3
"hey, lucky dog #sxsw ipads -- check holler gram app: {link}",6,3
"#sxsw? #chaos mission download app, check-in &amp; start playing redeem prize austin hot spots! {link}",9,2
haha! waited line apple product missing important rite passage. #sxsw,2,3
"even begins, #apple win #sxsw {link} #tc #apple",2,3
texas observer tomlinson say would double revenue per issue ipad subscriptions. #newsapps #sxsw,6,3
apple opening temporary store downtown austin #sxsw ipad launch {link},6,3
marissa mayer: #google connect digital &amp; physical world #mobile {link} #sxsw,9,2
spotted three ipad 2's first minute here. lot ipad 1s. think macworld. #sxsw,9,2
said able get ipad #sxsw? apple opening pop-uû_ (cont) {link},9,2
q2 - u think google's check offers? testing #sxsw {link} #smccolumbus,9,2
apple know game they're #sxsw. bring ipad2 people! {link},6,3
awesome!! ipad jailbreak!! {link} grateful dead #fab5 #sxsw,6,3
i41: slap face {link} [codes valid: 8:00-11:59:59a 03/15/11] #infektd #sxsw #zomb,9,2
presentation #touchingstories (zinio) online: {link} #sxsw,9,2
"5th ave, austin #sxsw #ipad2 lines. {link}",9,2
anyone else issue gmail using google services? #sxsw.,3,1
apple opening pop store downtown austin #sxsw ipad launch {link},9,2
made time podcast! strange iphone corrects &quot;nostalgic.&quot; #sxsw,9,2
"#qagb #sxsw timely! bing's search engine share continues rise, 13.6%. google still top 65.4% {link}",3,3
&quot;apple elegant fascist company america.&quot; #flipboard #sxsw,2,1
almost there! #sxsw #austin #apple {link},9,2
great panel w/guys fr &amp; google hotpot! social recs def end recs. #discotalk #sxsw #sloanxsw,3,3
wiebe walking conceptual graphing {link} #sxsw / loving,9,2
"download iphone reserve space #meet, #mingle #escape #sxsw! go to:sxsw.myturnstone.com",9,2
ipad gb giveaway! follow retweet message entered. #sxswi #sxsw #samsungsxsw,9,2
"google map useful, get better? #sxsw",5,3
many use apple? cause one us window voluntarily. #kawasaki #thisisdare #sxsw,2,3
apple smart: ipad take #sxsw [video] {link} #sxswi,2,3
"internet tv coming. google tv, dvrs, xbox. train stopping. barry diller #sxsw",9,2
&quot;will take time others catch ipad.&quot; #tapworthy #sxsw,6,3
"friends: what's going #sxsw today? share photos, video {link} cnn iphone app!",9,2
ever doubt influence apple innovation community look #sxsw ipads iphone4's everywhere..,2,3
"#sxsw gadget lust rubbing me, think want ipad 2... must escape soon!",6,3
"xwave headsets, actually control iphone apps brain!? #sxswnui #gsdm #sxsw",9,2
scene austin sxsw ipad pop-up shop -- arriving! {link} #sxsw #cnnmoneysxsw,9,2
thanks publishing news new medical apps #sxswi conf. blog {link} #sxsw #sxswh,9,0
iphone app sync functionality working yet? #sxsw,9,2
"ûï@mention picked ipad 2, back #sxsw {link} .. cha think. worth upgrade?",9,2
excited #sxsw tomorrow! leaving austin 8am. see google's 3:30pm. still working schedule.,3,3
"iphone, know #sxsw week tough already-dwindling battery, help jeebus keep correcting curse words.",8,1
google might launch circle today #sxsw - {link} #mobile491,9,2
ûï@mention get look #sxsw's rumored #apple &quot;pop-up&quot; store austin: {link},9,2
anyone picture #apple 's pop store #sxsw austin??? wanna see!,9,2
loving new iphone w #sxsw channel,8,3
iphone + android 75-80% #sxsw,9,2
#sxsw! first send u pic get free download game! #android #videogame #smartphone,1,3
google presentation #sxsw trade show - busy trade show nice side time! :) {link},9,2
apple two austin-area retail location anticipation gadget ... #ipad #sxsw #gadgets {link} ...,9,2
today's tech tidbit: ipad take sxsw [video] {link} via #ipad2 #sxsw #tech,6,3
yes! nailed - google circles: allow online communication respect boundary offline social life do. #sxsw,3,3
need get ipad 2! apple opening temp. store downtown austin #sxsw ipad launch bit.ly/g03mzb via,6,3
sweet. danfung dennis demoing immersive video rig ipad platform used hell back #sxsw party.,6,3
5th year downloading #sxsw music torrent {link} free legal! great music.,9,2
google close launching new social network - circle {link} #google #sxsw,9,2
"note next year: skinny tie, skinny jeans, wayfarer &amp; ipad. must accessory #sxsw",9,2
#sxsw google map even cooler thought,5,3
believe - almost always use google map iphone 40% google map use mobile say #sxsw,5,3
#cloud #sxsw keep personal stuff corp ipad - way people take care asset,9,2
"google launch major new social network called circles, possibly today (updated) - happen #sxsw {link}",9,2
#sxsw time better luck verizon air card at&amp;t iphone.,9,2
&quot;google tweet new think speak&quot; -- belinsky digital democracy #sxsw /via,9,2
test drive xperia play detail here: {link} (at least them) #android #sxsw,9,2
&quot;the explanation continued success apple existence god.&quot; #enchantment #sxsw,2,3
gsd&amp;m &amp; google's industry party tonight - see u there! {link} #sxsw #austin #welivehere #gsdm,9,2
#omfg! heard apple's pop-up store downtown austin? pic already gowalla: {link} #sxsw #ipad2,2,3
#sxsw attendee need qr code reader iphone? tweet u image badge first get optiscan free!,7,3
like think apple decided sell new ipad #sxsw based suggestion - {link} everyone... welcome.,2,3
wondering street closure sxsw? made google map show you: {link} #sxsw #austin,9,2
#sxsw rock casbah #partylikeits1986 digital right {link},9,2
#ipad #austin trending today. fun #sxsw nerdy nerds!!!,6,3
updated npr music iphone app song info song 24/7 &amp; live video streaming time #sxsw {link},7,3
"try stay awake! :d i'm trying get ustream working iphone, see badge/picture dat right? #kickoffparty #sxsw",9,2
platform concertgoers launch android app time sxsw - {link} #sxsw {link},9,2
saw guy tweeting ipad peeing... #sxsw,9,2
"life me, can't get ipad sync sessions, partial. iphone fine, ipad deciding wants. #sxsw",6,1
#sxsw tried new ipad app beautiful!!! p thanks tvontheradio tix!!! yall rock!!!,7,3
ipad star gadget sxsw: {link} #sxsw,6,3
lot ipad 2's austin! bigger thought would be. #sxsw,6,3
cnn demo tv everywhere iphone app html5 adaptive bitrate streaming #sxsw,9,2
ipad - available online ordering. go get urs. :-) #sxsw,6,3
ipad better product... time make worthwhile improvements... diller #sxsw,6,3
need go #sxsw. 7-mo. old. sitter. know score apple-martin-like #babyheadphones ?,9,2
going #sxsw? come onsulting booth chance win ipad 2! &lt;&amp; stimulating conversation doubt!,9,2
last least also get copy stupid game plus iphone {link} also special #sxsw price!,9,2
ellen page appearance reduced iphone call. hearts. broken. #sxsw #super,8,2
#sxsw #android meet hilton,9,2
ipad hipster #austincrowd #sxsw {link},6,3
q&amp;a google bing website rankings. fun. #sxsw,3,3
"@laurieshook: i'm looking forward #smcdallas pre #sxsw party wed., hoping i'll win #ipad resulting shameless promotion. #chevysmc",6,3
"apple's pop shop lavaca 6th #sxsw yes, line wrap around block (@mention apple store, sxsw) {link}",9,2
google could = search engines. google instead = useful information. #savebrands #sxsw,9,2
best newly added iphone app go awesome!! #sxsw come one day one amazing day be!!,7,3
#apple setting special temp store u #sxsw downtown #austin ;) #ipad2 {link},9,2
come singapore roar's party. 6th street. {link} #sgroars #sxswi #sxsw,9,2
new post: ipad launch huge line apple pop-up shop austin {link} #sxsw #sxswi,6,3
#sxsw app schedule #fail try sched.org - google: sched sxsw click first link. unofficial party room counts. genius.,9,2
"well good morning #sxswi day 4... i'm ready another day great panels, bc alumnus &amp; industry party tonight! #sxsw #gsdm #google",9,2
funny handing earplug #sxsw google/aclu party. going announce bad news want tweeted?,9,2
google launch major new social network called circles.. {link} #sxsw v,5,3
u need? group challenged coming iphone app solve parenting issue #sxsw #worklifeprogress,9,2
marissa mayer future: ar &quot;contextual discovery&quot;-- image+location+personalized context+recommendations #sxsw,9,2
google quash circle rumour we're launching product #sxsw we're plenty else ht,9,2
idea time apple store #sxsw close tonight?,9,2
hey marissa mayer. please tell u something new. product google launched month ago. #sxsw,3,1
"win ipad here: #dgtltribe learn native amer tx ballroom 5-7, 11:00am {link} #sxsw",9,2
perfect #sxsw iphone app home screen organization: {link} (i like it),7,3
current screen browser &quot;upload application&quot; #android #lmndst #startupbus #sxsw,9,2
ûï@mention spilled beans: next platform flipboard iphone. team started working it. #sxflip #sxsw #sxswiû,9,2
austin weekend #sxsw supporting smarty ears' launch new ipad apps speech therapy {link} #sxswh #sxsh,9,2
"sxsw, apple school marketing expert {link} #sxsw",2,3
google's social network launch? parcelgenie.com sxswi hears rumour google's 'google circles' launch today ... #sxsw,9,2
million dollar saved one company adoption google docs. incenticize team #evolvingworkplace #sxsw,5,3
guess rumor wrong ûï@mention we're launching product #sxsw we're plenty else. {link},9,2
google doodle #sxsw.,9,2
geek need somewhere downtown line get ipad 2. i'll dropping by. #sxsw,6,3
i'm surprised local news austin mentioned traffic implication apple pop-up store launch today #sxsw.,2,2
ûï@mention spotted #sxsw: man need ipad (2?) ûò {link} #sxswiû man need go sxsw apple store,6,3
"google event: one drink tricket, small amount food. event: open bar, open taco truck #justsaying #sxsw",9,2
#apple hawk ipad #sxsw festival popup store! {link},7,3
u make google party #sxsw :-),9,2
